,track,artist,duration (ms),popularity,uri,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time signature,labels
296,Klangfall - Piano Version,Joep Beving,353007,42,spotify:track:4pWowM3xMkRYgHsIJDf61f,0.394,0.0807,0,-25.987,0.0318,0.993,0.944,0.0964,0.0394,124.904,4,3
297,La Luz,City of the Sun,303120,49,spotify:track:6iQ6AKHlGjQTrpZIqfOtyK,0.5589999999999999,0.441,7,-13.862,0.0398,0.0463,0.763,0.115,0.389,94.014,4,3
298,Last Time,Johnning,202480,54,spotify:track:7v3tuzPub1Qd490tiVddwF,0.628,0.5870000000000001,7,-5.195,0.0441,0.111,0.0,0.156,0.4,140.01,4,0
299,Late in the Evening,Paul Simon,242706,60,spotify:track:2h23bjG8B3bcD47HBu6bHG,0.72,0.88,5,-8.988,0.0406,0.199,0.0246,0.0865,0.961,118.623,4,1
300,Laugavegur,Dreyma,188795,56,spotify:track:4nZSgFwgYUOyWcBX61JY6j,0.515,0.408,7,-12.688,0.0385,0.54,0.769,0.0916,0.308,115.002,4,3
301,Lay Your Head On Me (feat. Marcus Mumford),Major Lazer,199895,61,spotify:track:0oB9964bp22Bmok0Dmxlzb,0.6579999999999999,0.765,11,-7.002000000000002,0.0469,0.0471,1.02e-05,0.0936,0.222,119.974,4,1
302,Let It Go,James Bay,260533,73,spotify:track:13HVjjWUZFaWilh2QUJKsP,0.546,0.311,1,-10.396,0.0288,0.818,1.65e-05,0.107,0.246,147.464,4,0
303,Let It Out,Jehnny Beth,213173,38,spotify:track:72rHjyz3i7K90Hk1eF1f0c,0.596,0.528,2,-12.481,0.0289,0.381,0.8590000000000001,0.205,0.15,117.041,4,0
304,Let's Go Crazy,Prince,280000,63,spotify:track:0QeI79sp1vS8L3JgpEO7mD,0.309,0.93,11,-6.399,0.125,0.0192,0.0022,0.106,0.376,195.815,4,1
305,Lift Me Up (feat. Carla Monroe),Oliver Heldens,177120,65,spotify:track:0vK80mtYypq4dAwQelZ2Dh,0.579,0.784,5,-4.686,0.0659,0.0426,0.0235,0.317,0.562,125.122,4,2
306,Light Year,Evan Michael Brown,234000,51,spotify:track:1C2JiKNMjv8FaZlrgwObBJ,0.301,0.189,9,-16.072,0.0351,0.99,0.893,0.106,0.0379,139.894,4,3
307,Light Years,The National,213373,0,spotify:track:0dcKsPZVWa64MvnoCes49q,0.544,0.316,4,-11.666,0.0307,0.95,0.7,0.0978,0.173,124.989,4,0
308,Lights Go Down,Mike Candys,155520,57,spotify:track:2shD8wlebq8fDg6ChqOPkC,0.741,0.812,1,-5.356,0.039,0.00254,0.104,0.301,0.146,124.991,4,2
309,Like The First Time - House Mix,Isaac Elton,209000,50,spotify:track:5ABnK6bOqbsIRVsrc1UBOt,0.775,0.8759999999999999,0,-9.58,0.0383,0.00481,0.0536,0.6609999999999999,0.797,123.979,4,2
310,Like The Way I Do,Melissa Etheridge,324760,0,spotify:track:38TXeCvUUqf3PeoPvnERV6,0.591,0.931,2,-4.84,0.0557,0.0213,0.0,0.122,0.6729999999999999,101.551,4,1
311,Like We Do,Fedde Le Grand,161992,48,spotify:track:1Qf07UNBIu1XolBnl7XTi8,0.614,0.96,2,-5.081,0.0465,0.0125,0.687,0.366,0.0392,128.019,4,2
312,Limitless,Lucas Delphy,165685,54,spotify:track:5QGNwI8U3o9mQg7RR3yOPj,0.238,0.191,7,-20.242,0.0351,0.404,0.888,0.107,0.0365,140.282,4,3
313,Linger,No Vacation,262375,40,spotify:track:7zWQ9qz0vAK75QBTGLZ0Wb,0.54,0.574,7,-7.006,0.0232,0.0122,0.000658,0.226,0.225,94.975,4,0
314,Listen to the Music,The Doobie Brothers,227266,77,spotify:track:7Ar4G7Ci11gpt6sfH9Cgz5,0.645,0.598,1,-13.18,0.0335,0.221,3.53e-06,0.0721,0.913,105.929,4,1
315,Listening,The Used,166226,40,spotify:track:528rajP3OyhornDwrsQrt4,0.475,0.907,0,-5.064,0.0941,0.000121,0.0,0.034,0.408,92.578,4,2
316,Litost,Minxz,152456,22,spotify:track:0bMcjygjhkTVB8T4r3xCde,0.383,0.101,0,-18.306,0.0427,0.988,0.919,0.102,0.242,119.709,3,3
317,Little Lion Man,Mumford & Sons,247000,46,spotify:track:1QTixxvaGxwe6GF8PBwAve,0.515,0.496,5,-8.017999999999999,0.0275,0.0244,7.24e-06,0.0895,0.442,138.61,4,1
318,Little Talks,Of Monsters and Men,266600,78,spotify:track:2ihCaVdNZmnHZWt0fvAM7B,0.457,0.757,1,-5.1770000000000005,0.032,0.0206,0.0,0.146,0.417,102.961,4,1
319,Little Things,Bush,264293,0,spotify:track:29IRVQao62okE22TDamSnm,0.3670000000000001,0.915,7,-5.452999999999999,0.0682,0.000229,0.0,0.184,0.215,112.642,4,2
320,Living,EERA,279826,31,spotify:track:4ytv5Yzyal3LzKyMjRXjse,0.46,0.59,6,-9.375,0.0327,0.14,0.591,0.112,0.212,118.008,4,0
321,"Lola - Live at Providence Civic Center, Providence, RI - September 1979",The Kinks,287333,53,spotify:track:3JbE6e17yvNdPggjPDrCyO,0.488,0.777,9,-12.658,0.0894,0.153,0.0312,0.825,0.481,81.437,4,1
322,London Thunder,Foals,254426,37,spotify:track:4gkoh2vAD57fGEITzteaUh,0.489,0.357,6,-9.745,0.0259,0.6409999999999999,0.333,0.0838,0.0388,92.009,4,0
323,Lonely Boy,Andrew Gold,264893,55,spotify:track:6wGMLoEqD2k3RBXFHD0yUp,0.588,0.598,9,-13.288,0.0296,0.0386,5.83e-05,0.107,0.866,123.724,4,1
324,Long Way Down,Tom Odell,149773,59,spotify:track:1uVk6S6Fpkrmji0iTpgKEC,0.3670000000000001,0.121,6,-13.778,0.0335,0.972,0.0322,0.0871,0.0926,132.244,4,0
325,Lorelei,Cocteau Twins,223573,53,spotify:track:1MwGbyzRmPXWABLIdW8tzG,0.387,0.669,0,-11.187,0.0395,0.000158,0.423,0.166,0.414,90.995,4,0
326,Los Feliz,Search For Atlantis,166927,49,spotify:track:0efOqjQkOgWPEZTzAZSB6j,0.575,0.373,11,-11.642,0.0279,0.197,0.898,0.0753,0.123,74.975,4,3
327,Losing You,Aquilo,205859,50,spotify:track:5aFSzu0b7ccAYjTkbTNTsQ,0.383,0.446,0,-8.693,0.0382,0.63,0.0,0.0946,0.213,77.399,4,0
328,Lost,Annelie,161520,64,spotify:track:7nC2EOpMnpDT2DkvniimSm,0.389,0.1,10,-22.464,0.0358,0.972,0.934,0.113,0.0676,133.839,4,3
329,Lost Moon,Nightlands,356125,33,spotify:track:5QlL4Rxjw3MQbx8Xvs75ts,0.448,0.591,0,-9.291,0.0327,0.328,0.708,0.111,0.303,145.482,4,0
330,Love Is A Losing Game,Amy Winehouse,154160,0,spotify:track:4IMBnBRqm9RALmLrRqfMor,0.48,0.561,0,-5.874,0.027,0.317,0.0064099999999999,0.184,0.541,164.791,4,0
331,Lovely Day,Bill Withers,255066,67,spotify:track:0ACACkoHUwgfgY5CxVIL4N,0.693,0.565,9,-12.583,0.0345,0.194,0.000175,0.0806,0.6920000000000001,97.937,4,1
332,Lunar Eclipse,Marc Torch,156473,50,spotify:track:0n2X57zaddr0ODIxUb64Sx,0.632,0.469,11,-10.513,0.0307,0.224,0.8540000000000001,0.0902,0.316,128.0,4,3
333,"Ma mère l'oye, M.60 - For Piano Duet, M.60: 1. Pavane de la Belle au bois dormant",Arthur Jussen,82880,29,spotify:track:534nbCFk48DR1UQt2XlxSx,0.517,0.0145,0,-42.018,0.0615,0.995,0.884,0.0719,0.5489999999999999,62.122,4,3
334,Machinehead,Bush,256360,0,spotify:track:1iTzI4NSQNLIETWDJ1WNWi,0.15,0.875,9,-7.27,0.0975,4.24e-05,0.00103,0.0957,0.156,169.80599999999995,3,2
335,Mad About You,Hooverphonic,223733,62,spotify:track:5drK2kTE2mrUdV33iHWyrx,0.465,0.8440000000000001,1,-4.352,0.0379,0.00109,0.399,0.0865,0.155,170.358,4,1
336,Make Believe,Quintino,194531,59,spotify:track:56oqWZUaA8ZmHQCH3lCRI3,0.5870000000000001,0.882,0,-5.837999999999999,0.0427,0.03,0.116,0.195,0.0653,127.97,4,2
337,Malibu,Matthew Harvey,150405,50,spotify:track:3RlwtjeKhemCfiPvwMFozS,0.435,0.154,6,-21.451,0.0367,0.977,0.85,0.0728,0.0799,148.1,4,3
338,Marbles,Tindersticks,269866,40,spotify:track:4iVWQTuwKG4JKtGOjx6T9V,0.49,0.521,2,-9.601,0.0295,0.0934,0.862,0.266,0.148,107.778,4,0
339,Me and Julio Down by the Schoolyard,Paul Simon,164813,73,spotify:track:6vxHp3CDNo0afgKGp2yi1E,0.626,0.816,9,-10.593,0.13,0.237,1.8e-06,0.104,0.7979999999999999,105.33,4,1
340,Melancholé,Biba Dupont,149647,34,spotify:track:3SdkYA8frHe3BMZsPVPrRq,0.369,0.0283,2,-25.76,0.0399,0.996,0.941,0.101,0.119,83.391,4,3
341,Mercy - Live,Hilary Hahn,326146,0,spotify:track:4BntWROKZB5E0Y0K3LoHSQ,0.211,0.0838,10,-20.882,0.0398,0.916,0.41,0.102,0.0404,90.249,4,3
342,Message In A Bottle - Remastered 2003,The Police,290280,1,spotify:track:3bN4tg6rnNPy9GCkGhym4T,0.5770000000000001,0.8079999999999999,1,-7.04,0.039,0.0338,1.33e-05,0.221,0.8690000000000001,151.00799999999995,4,1
343,Midnight Sun,Nicky Romero,145039,57,spotify:track:6qTP59Amjny78Qd8zayuNW,0.614,0.98,3,-3.61,0.199,0.0574,2.51e-05,0.086,0.179,127.062,4,2
344,Mil Sonidos,Reina del Mar,192000,59,spotify:track:11oVQ68B4PnVQHIY6svpXg,0.221,0.183,6,-17.59,0.0362,0.958,0.821,0.102,0.057,117.321,4,3
345,Mind-wanders,Patrick Hamilton,207500,32,spotify:track:4sYNRSlV9pGInYcbsC18Jz,0.312,0.0185,9,-25.607,0.0437,0.959,0.901,0.111,0.147,176.972,4,3
346,Mindfulness,Amoll,207554,29,spotify:track:3EQPb4sdkNPCHb6AMyUTXj,0.6920000000000001,0.00643,9,-34.388000000000005,0.0553,0.992,0.847,0.0452,0.16,105.987,4,3
347,Minus,Daniel Blumberg,342493,0,spotify:track:5Z8onMr6EW2eNDamrDoWi5,0.244,0.254,7,-12.966,0.0296,0.501,0.0458,0.105,0.0909,81.04899999999998,4,0
348,Miss You - Remastered,The Rolling Stones,288666,53,spotify:track:5pTWpY8l7B1XcQnijEFGFj,0.795,0.71,9,-4.746,0.0392,0.443,0.0215,0.344,0.845,109.689,4,1
349,Misty Mornings,Wilson Trouvé,225700,30,spotify:track:5FXnCOAkMUAf4QIS56MRQL,0.522,0.0781,10,-24.89,0.0424,0.981,0.927,0.361,0.0796,107.038,4,3
350,Momentum,Monocle Twins,178741,52,spotify:track:7Ln0DgKSrDG0ALbtNwGeml,0.636,0.248,4,-17.313,0.0309,0.8909999999999999,0.922,0.106,0.138,117.006,3,3
351,Montana,Le Verne,133645,49,spotify:track:1EyctTkkGJVS3UYTuy8YZM,0.435,0.0595,2,-17.456,0.0435,0.913,0.882,0.104,0.0898,115.929,4,3
352,Monumental,Antuigo,195057,56,spotify:track:6CKu6K0xvozAgFlQq44Z56,0.491,0.217,4,-6.805,0.0521,0.916,0.962,0.177,0.0647,99.97,4,3
353,Morning Shimmer,Vochey,218880,49,spotify:track:24PDuLZfLOKtAgh4axr36e,0.449,0.163,11,-16.409000000000002,0.0361,0.58,0.908,0.114,0.0501,125.088,4,3
354,Moulain (Revisited 432hz),Steven Vrancken,143000,30,spotify:track:0zNqfg3MpUGku4T6h2Pmab,0.424,0.3229999999999999,9,-27.586,0.0287,0.972,0.904,0.103,0.436,133.382,1,3
355,Movies,Weyes Blood,353732,30,spotify:track:4ZYFWXoHCIdsdgUdOMK9fr,0.0903,0.362,7,-8.929,0.0337,0.6459999999999999,0.402,0.106,0.0964,74.729,4,0
356,Mr. Blue Sky,Electric Light Orchestra,303373,82,spotify:track:2RlgNHKcydI9sayD2Df2xp,0.388,0.338,10,-10.054,0.0328,0.652,3.72e-06,0.248,0.477,177.78400000000005,4,1
357,Mr. Jones,Counting Crows,272293,77,spotify:track:5DiXcVovI0FcY2s0icWWUu,0.578,0.8170000000000001,0,-6.542000000000002,0.0363,0.183,3.06e-06,0.285,0.726,141.621,4,1
358,Mudshovel,Staind,282093,65,spotify:track:6264zKFgXM13JuRBX4MMyD,0.328,0.826,6,-5.085,0.0362,0.000224,0.000944,0.0818,0.341,106.606,4,2
359,"Murder Song (5, 4, 3, 2, 1) - Acoustic",AURORA,218666,55,spotify:track:6MM22AtXB7I5gfTErMF0mJ,0.398,0.0887,9,-13.683,0.0334,0.902,1.76e-06,0.0873,0.356,74.797,4,0
360,My Favourite Game,The Cardigans,220413,0,spotify:track:4LpOPF5RXZhS1GLzclhyaT,0.594,0.7659999999999999,5,-7.598,0.0327,0.000156,0.00345,0.086,0.453,143.482,4,2
361,My Hero,Foo Fighters,258973,60,spotify:track:7u5dBtASrtOuBTTZjJrvuJ,0.364,0.925,4,-4.224,0.0659,6.01e-05,0.000251,0.0603,0.301,153.981,4,2
362,My Own Worst Enemy,Lit,169026,72,spotify:track:33iv3wnGMrrDugd7GBso1z,0.494,0.946,4,-2.757,0.0637,0.00129,0.0,0.398,0.741,103.408,4,2
363,My Sharona,The Knack,295400,74,spotify:track:1HOMkjp0nHMaTnfAkslCQj,0.586,0.7,0,-9.558,0.0363,0.0589,0.00125,0.0318,0.897,147.245,4,1
364,My Way - Marcus Santoro Remix,Nicky Romero,181147,0,spotify:track:29pQasEiyy3Otgq55dzyTt,0.563,0.882,1,-4.755,0.0596,0.0122,2.09e-06,0.0641,0.296,125.043,4,2
365,Mykki,TT,250373,25,spotify:track:1Lq9ieTRd9TtXXBh5y63E6,0.665,0.56,7,-7.301,0.0667,0.336,0.0857,0.327,0.414,98.015,4,0
366,Nazareth,Matteo Myderwyk,146125,22,spotify:track:2cRD4yq8e8wd6PxS0zhuW3,0.378,0.0181,8,-31.001,0.0552,0.995,0.8809999999999999,0.104,0.16,86.53299999999999,1,3
367,Need You - Ed. & Gustav Munk Remix,Faustix,200880,52,spotify:track:4cLXtRF6cIFGcuid2OLyUU,0.6559999999999999,0.723,7,-7.693,0.0366,0.00352,0.0,0.345,0.412,125.005,4,1
368,Never Be Lonely (feat. Envy Monroe),Blasterjaxx,192000,56,spotify:track:5vckEy9NZ6kirDU4UX4bVl,0.5870000000000001,0.85,11,-3.904,0.0654,0.207,0.0,0.64,0.528,127.914,4,2
369,Never Letting Go,Audien,172519,58,spotify:track:5llPdGZJjJFJv9aL6ZaiLY,0.534,0.765,1,-3.151,0.0338,0.0915,0.00107,0.225,0.117,127.978,4,1
370,Never My Love,Isobel Campbell,206584,37,spotify:track:4zRkmGHVgGGnJMhemMXD6I,0.764,0.245,8,-16.201,0.0383,0.6659999999999999,0.787,0.0967,0.356,101.968,4,0
371,Night,Wilson Trouvé,192941,31,spotify:track:7D04SRPxcqHXjoK0YFPuAq,0.428,0.00129,0,-32.837,0.0753,0.995,0.955,0.0913,0.13,67.645,5,3
372,Night Moves,Bob Seger,324422,71,spotify:track:6UBjSnyP1O5W5ndJoO9vUk,0.705,0.743,1,-6.631,0.042,0.4320000000000001,0.0133,0.103,0.374,118.552,4,1
373,Night Surrender,DeLange,193653,38,spotify:track:0kox8HaEK0EfeWcNVTOKTy,0.211,0.00977,1,-25.787,0.0396,0.993,0.8909999999999999,0.0996,0.13,175.39700000000005,4,3
374,Night on Earth,Jerkcurb,340768,38,spotify:track:2OAOS8qkuKu5Kd8TvA5BAA,0.268,0.494,4,-7.2189999999999985,0.0321,0.0656,2.61e-05,0.123,0.136,102.065,3,0
375,No More 54,Dada Life,196273,46,spotify:track:7LgkgNtOYgWfSJsGgDXFop,0.541,0.967,1,-5.682,0.0529,0.000492,0.6759999999999999,0.103,0.134,126.026,4,2
376,No One Knows,Queens of the Stone Age,278653,36,spotify:track:0melIwOKh1JH4RjI1Is10w,0.509,0.583,0,-4.902,0.0615,0.0329,0.000124,0.359,0.67,170.886,4,2
377,No Time To Die,Billie Eilish,242265,82,spotify:track:73SpzrcaHk0RQPFP73vqVR,0.38,0.219,4,-13.273,0.0358,0.917,0.0104,0.0827,0.0517,73.53699999999998,4,0
378,No Woman,Whitney,237973,66,spotify:track:1CLmFKW99S8eJrebO3GB04,0.581,0.4,2,-8.738999999999999,0.0291,0.893,0.5760000000000001,0.161,0.433,112.331,4,0
379,Nobody,Mac DeMarco,212460,50,spotify:track:46SWSNRB3oAAOu21Apj22z,0.877,0.178,3,-13.987,0.102,0.7759999999999999,0.0193,0.107,0.442,74.997,4,0
380,North,Ton Snijders,126480,26,spotify:track:3AtuVA6OJB7ZxBbMfA5qYx,0.522,0.0155,10,-28.022,0.0441,0.994,0.927,0.0949,0.119,91.764,4,3
381,North Captiva,Lundegard,194495,48,spotify:track:32dZxkZtsF5Vt3PrJQuV2i,0.479,0.346,9,-17.916,0.0306,0.918,0.929,0.111,0.23,143.965,4,3
382,Not Alone,Otto Knows,215447,44,spotify:track:7tx0NDsCViutjOyd1c4A28,0.68,0.721,7,-6.21,0.0355,0.0053799999999999,0.000216,0.0679,0.267,122.0,4,1
383,Nowhere Kids,Smile Empty Soul,248413,36,spotify:track:08EI81e55Lcqg2ZelJOXcG,0.511,0.914,8,-5.31,0.0457,0.000106,0.00097,0.195,0.393,99.011,4,2
384,Oceans,Seafret,216186,61,spotify:track:7Cia4WzapwjMr0NUQF8vf3,0.404,0.48,9,-8.906,0.0303,0.274,8.63e-06,0.132,0.2,129.162,3,0
385,October Rain,Various Artists,177077,36,spotify:track:2jdeYpaoWR0VMIyKrgQMQE,0.187,0.014,9,-29.31,0.0418,0.992,0.923,0.0925,0.144,69.012,4,3
386,Old Rain on a New Day,Cora Zea,225500,54,spotify:track:5P8BZ67Vw2CUwAYi12yvYj,0.286,0.14,7,-16.496,0.0346,0.971,0.892,0.134,0.154,119.191,4,3
387,Older Than I Am,Lennon Stella,181533,66,spotify:track:15VDHAMS4JCLziCjNkmQl1,0.44,0.306,9,-8.947000000000003,0.0363,0.8909999999999999,0.0,0.103,0.201,117.288,4,0
388,On Another Ocean (January / June),Fleet Foxes,263373,0,spotify:track:2fgMzSoDaPrU4EYsrkAwVn,0.284,0.523,7,-6.5120000000000005,0.0285,0.155,0.0934,0.0933,0.0697,100.597,4,0
389,On My Way (feat. Jordan Kaahn),Robbie Rivera,218000,48,spotify:track:0kDTkI3VN3LEObv3v3ehhY,0.6609999999999999,0.93,7,-4.208,0.0617,0.0188,0.00146,0.0919,0.3670000000000001,122.052,4,1
390,One More Night,Labi Ramaj,180972,41,spotify:track:0Ov2L3hgjc5TlxKuBpKOQK,0.62,0.897,11,-3.595,0.086,0.00402,8.56e-05,0.108,0.183,126.013,4,2
391,One Night - D.O.D Remix,Cedric Gervais,252500,41,spotify:track:5Q0VxlFh80F3LmbGnuDE4M,0.6809999999999999,0.969,1,-1.394,0.0702,0.00732,0.199,0.219,0.26,126.024,4,2
392,One Step Closer,Linkin Park,157333,54,spotify:track:61fUybL3XS40gcffnnNPoX,0.4920000000000001,0.969,9,-4.419,0.0491,0.0014,1.32e-06,0.0787,0.5379999999999999,95.136,4,2
393,Only,RY X,268455,0,spotify:track:0yfd3MSq6JEsNxOzSLJR7g,0.373,0.178,7,-15.52,0.0303,0.906,0.5579999999999999,0.109,0.0933,108.605,4,0
394,Only You,Joshua Radin,149013,55,spotify:track:2ZaYFNn1YQuLSVdHhanr4Q,0.545,0.255,8,-14.844,0.0311,0.362,1.77e-05,0.0841,0.831,98.088,4,0
395,Open Fields,Faelt,183181,39,spotify:track:24CJS73HBvYtVguUZBnyAn,0.491,0.197,4,-19.261,0.0298,0.97,0.916,0.214,0.216,132.106,4,3
396,Open Skies,Lost Horse Mine,154863,52,spotify:track:5bATh5zpKb6uauocsl0XRM,0.56,0.5589999999999999,0,-7.807,0.0274,0.00104,0.812,0.123,0.0869,133.04399999999998,4,3
397,Orbits,Halfway Escape,204827,33,spotify:track:6jFX2sHOzh7tpIIOomlrqJ,0.438,0.404,6,-13.924,0.039,0.855,0.8809999999999999,0.11,0.4,116.142,4,3
398,Our Lady of Sorrows,My Chemical Romance,125626,50,spotify:track:46mPWQpvSFkXrr5nWoWW74,0.271,0.931,1,-6.81,0.0785,0.00099,0.0,0.182,0.382,142.407,4,2
399,Out Of Control,Hoobastank,162106,0,spotify:track:2Uk3uky365BBGidUpOtKvw,0.443,0.973,4,-4.386,0.133,0.00161,0.0,0.353,0.458,157.872,4,2
400,Out Of Control - Pat Vocal Mix,Lupe Fuentes,193548,43,spotify:track:6wCsrMyI3DavGvodBx8A7h,0.8640000000000001,0.742,1,-6.117000000000001,0.043,0.00875,0.394,0.41,0.6890000000000001,124.009,4,2
401,Out of Control,Lush,262253,0,spotify:track:13i7d4s5EkgOIDHdzM0R4w,0.328,0.799,2,-5.992000000000001,0.0296,0.0041,6.29e-06,0.069,0.502,169.896,3,0
402,Out of the Deep,Olivia Belli,193207,45,spotify:track:6HrPFcVFz9wTBqqIrpJ8iB,0.2,0.0212,0,-32.285,0.0499,0.992,0.903,0.0929,0.0631,74.852,1,3
403,Outside,MorMor,238020,51,spotify:track:7Cx3kiPstZOSKAqTe3LtEi,0.637,0.613,1,-7.432,0.0272,0.0925,0.425,0.156,0.598,127.006,4,0
404,Over My Head (Better Off Dead),Sum 41,149306,49,spotify:track:3SO0vfryYv381w1ImgWONG,0.44,0.919,7,-4.462,0.0735,0.00222,0.00503,0.0892,0.773,184.324,4,2
405,Pain,The War On Drugs,330760,60,spotify:track:59P1nrdEImkAKa1nyW9X2e,0.523,0.833,7,-4.374,0.0405,0.00387,0.000339,0.0841,0.482,115.975,4,0
406,Panoramic Feelings (Piano Version),LudoWic,230284,33,spotify:track:3hxqWxFfmbIYcrV0e7wSyL,0.25,0.0084599999999999,8,-24.34800000000001,0.0373,0.991,0.8959999999999999,0.0853,0.0638,78.55199999999998,1,3
407,Papercut,Linkin Park,184866,73,spotify:track:1Vej0qeQ3ioKwpI6FUbRv1,0.524,0.939,9,-3.994,0.113,0.00022,0.0,0.623,0.6609999999999999,150.184,4,2
408,Paperthin Hymn,Anberlin,197480,53,spotify:track:6VSmHLLvYAAkzrYFT3LloU,0.298,0.597,5,-12.107,0.0343,0.00111,0.0,0.0819,0.536,180.43400000000003,4,2
409,Parabel,Matteo Myderwyk,133000,22,spotify:track:4IrzpCIP60bro2wkBq5dIi,0.354,0.0214,6,-32.492,0.0388,0.976,0.903,0.0957,0.148,112.008,4,3
410,Paradise,Coldplay,278719,80,spotify:track:6nek1Nin9q48AVZcWs9e9D,0.449,0.585,5,-6.7620000000000005,0.0268,0.0522,8.49e-05,0.0833,0.203,139.627,4,1
411,Paralyzer,Finger Eleven,208106,0,spotify:track:6k1njNBYUIQgWJLG4ed26y,0.6459999999999999,0.938,11,-3.4530000000000003,0.0448,0.159,0.0,0.235,0.888,106.029,4,2
412,Pass The Hours,MorMor,223440,54,spotify:track:4EVpdoFt3L6sAa4hivmWz9,0.778,0.639,6,-5.985,0.0292,0.179,0.000934,0.322,0.5429999999999999,119.977,4,0
413,Path to Serenity,Arya Shae,214277,54,spotify:track:6FI69Qkt6C2yBTVLC8zq34,0.134,0.0601,7,-19.866,0.0352,0.961,0.8690000000000001,0.109,0.0388,73.855,1,3
414,People Are Strange - Festival Mix,KAAZE,195468,51,spotify:track:5b61rcrjF6JG7yq0RRaOLh,0.636,0.912,11,-5.671,0.091,0.00222,0.0269,0.598,0.0765,127.963,4,2
415,People Help the People,Birdy,256236,58,spotify:track:6XRNCAnxJIB1p4RPdFVSq0,0.407,0.308,10,-9.001,0.0296,0.778,1.46e-05,0.092,0.153,73.25399999999998,3,0
416,Petrichor,Cecelya,118321,54,spotify:track:22KKy6ftT0i4nyGNCbwc1B,0.319,0.122,4,-16.69,0.0373,0.937,0.905,0.1669999999999999,0.214,70.263,4,3
417,"Piano Sonata No. 14 In C Sharp Minor, Op. 27-2 1st Mvt: Adagio Sostenuto",Ludwig van Beethoven,372173,30,spotify:track:4QNjuUkLHj47tEXgA6TFc3,0.274,0.00332,1,-41.45,0.0424,0.995,0.909,0.175,0.17,67.765,1,3
418,Pierre,Hicham Chahidi,182000,35,spotify:track:1qlVrqeX158nz91Z72lzaa,0.356,0.0499,11,-24.949,0.0407,0.989,0.943,0.135,0.153,67.11,4,3
419,Pink Rupture,Kornum & Karma,348907,51,spotify:track:3L47u91Y7YIGPpLPBrulh0,0.736,0.356,4,-8.676,0.0405,0.00178,0.7040000000000001,0.0925,0.525,118.002,4,1
420,Placidity,Estado De Calma,165268,50,spotify:track:1XtkmIXg2o5SqOrNI8Szvk,0.261,0.25,7,-18.526,0.0339,0.474,0.893,0.0882,0.0827,153.045,4,3
421,Planet,Sofiane Pamart,151400,0,spotify:track:1gIZhNdfbkGJ2iyOZJmW9O,0.5489999999999999,0.0604,6,-23.059,0.0332,0.988,0.8690000000000001,0.111,0.113,113.98,3,3
422,Play The Ghost,Sarah Davachi,301291,31,spotify:track:0nL2bTth1UVQHWDDumMm3f,0.118,0.0567,11,-19.274,0.0427,0.911,0.879,0.106,0.0391,83.721,4,0
423,Poem,Taproot,189200,57,spotify:track:7mQwxVogsnpR3h6AJLQLlR,0.364,0.912,7,-2.968,0.107,0.000104,0.0025,0.086,0.6659999999999999,105.368,4,2
424,Points of Authority,Linkin Park,200240,45,spotify:track:04mlpyRplis2yvf18EwaeN,0.512,0.97,8,-3.886,0.212,0.03,0.0,0.0994,0.4270000000000001,94.952,4,2
425,Polyamorous,Breaking Benjamin,176946,37,spotify:track:1OvDGGu8KDbchlJTlM48Mr,0.544,0.895,1,-6.207000000000002,0.0522,0.000132,0.107,0.147,0.875,98.128,4,2
426,Pour Les Oiseaux,Sylvain Chauveau,76773,0,spotify:track:4NFa9tjhONF6lnu4SRbfG9,0.376,0.0879,0,-19.815,0.0423,0.965,0.944,0.099,0.308,70.433,4,3
427,Prayer Of The Refugee,Rise Against,199386,0,spotify:track:3wTyLh0vhP3dN5yv0Mti17,0.198,0.977,3,-3.499,0.173,0.00131,4.620000000000001e-05,0.23,0.351,195.795,4,2
428,Prelude,Marynka,223500,30,spotify:track:1QmdL4qnNkm8FDuseRMf21,0.306,0.0846,1,-27.607,0.0535,0.996,0.901,0.0909,0.118,164.732,4,3
429,Prelude 6 - Pt. 1,Max Richter,161266,55,spotify:track:2R7BzSG2pPB99uJbU3lLmK,0.134,0.0407,10,-31.537,0.0426,0.992,0.794,0.117,0.043,217.95,4,3
430,Prelude in F,Alexander Motovilov,109000,19,spotify:track:6CaQoqHFR0naK53v3jNGUT,0.461,0.272,8,-24.315,0.0363,0.968,0.946,0.113,0.5329999999999999,122.731,3,3
431,Presence,Van Stiles,125500,49,spotify:track:02QoKc20zzH9A8mf25NfPq,0.616,0.292,2,-16.837,0.0423,0.966,0.927,0.0955,0.0633,127.008,1,3
432,Pressure,Seth Hills,135585,49,spotify:track:7f2d3p6nzGFR6874f0E7E7,0.708,0.863,9,-4.001,0.0606,0.00885,0.366,0.285,0.4370000000000001,127.981,4,2
433,Promise,Eve 6,176506,48,spotify:track:5mqEL5pgnDCcWtTWpAofIV,0.62,0.85,9,-4.096,0.0327,0.0079099999999999,0.0,0.0769,0.715,107.982,4,2
434,Pumped Up Kicks,Foster The People,239600,84,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,0.733,0.71,5,-5.849,0.0292,0.145,0.115,0.0956,0.965,127.975,4,1
