,track,artist,duration (ms),popularity,uri,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time signature,labels
663,Song 2 - 2012 Remaster,Blur,121160,81,spotify:track:1FTSo4v6BOZH9QxKc3MbVM,0.674,0.789,8,-6.903,0.0676,0.00178,0.00708,0.0753,0.918,129.802,4,2
664,Cottonmouth,False Heads,238240,34,spotify:track:2I1mqyexg7275tAoJWtjYm,0.383,0.89,7,-4.629,0.0552,5.74e-05,0.000336,0.0585,0.434,92.057,4,2
665,I Bet You Look Good On The Dancefloor,Arctic Monkeys,173680,75,spotify:track:3DQVgcqaP3iSMbaKsd57l5,0.535,0.948,6,-4.19,0.0356,0.00225,0.0,0.376,0.778,103.183,4,2
666,Lonely Boy,The Black Keys,193653,76,spotify:track:5G1sTBGbZT5o4PNRc75RKI,0.356,0.872,2,-7.837,0.068,0.00417,0.00975,0.0997,0.607,166.3,4,2
667,Lithium - Remastered,Nirvana,256398,47,spotify:track:0kUNGAdU8J4jDvxhBtgDF8,0.679,0.706,7,-4.909,0.0375,0.00166,0.0,0.0614,0.437,123.176,4,2
668,Throne,Bring Me The Horizon,191520,77,spotify:track:0M3adYbGtyRHACP86dey1H,0.426,0.888,0,-3.72,0.0987,0.000455,0.0,0.306,0.387,144.111,4,2
669,Animal I Have Become,Three Days Grace,231400,68,spotify:track:5eFxwmqKrHpSQDOEIFYlgY,0.553,0.853,8,-3.668,0.0339,0.000684,0.0,0.126,0.506,122.023,4,2
670,Somebody Told Me,The Killers,197200,80,spotify:track:6PwjJ58I4t7Mae9xfZ9l9v,0.497,0.97,10,-4.851,0.0836,9.04e-05,0.000674,0.101,0.689,138.081,4,2
671,Could Have Been Me,The Struts,187653,73,spotify:track:3IyCL4Em1GOpNGDf451Hg1,0.541,0.907,4,-4.512,0.0642,0.0158,0.000185,0.34,0.434,80.029,4,2
672,Paralyzer,Finger Eleven,208106,77,spotify:track:28IEbk5a7twNTbUEvWslUb,0.644,0.939,11,-3.486,0.0456,0.157,0.0,0.233,0.861,106.031,4,2
673,Figure It Out,Royal Blood,183602,69,spotify:track:3MjrueDQKVr6xDDseZwhEd,0.658,0.814,0,-4.631,0.0558,0.229,0.00676,0.216,0.69,108.016,4,2
674,In Bloom - Remastered,Nirvana,254533,40,spotify:track:47596JGo5zmiOBTmaclsPt,0.443,0.868,10,-4.838,0.0607,5.3e-05,3.87e-05,0.342,0.523,158.124,4,2
675,When You Were Young,The Killers,220426,79,spotify:track:70wYA8oYHoMzhRRkARoMhU,0.467,0.988,11,-3.313,0.112,0.000152,0.0484,0.28,0.321,130.433,4,2
676,Chop Suey!,System Of A Down,210240,85,spotify:track:2DlHlPMa4M17kufBvI2lEN,0.417,0.934,7,-3.908,0.119,0.000278,0.0015,0.132,0.287,127.066,4,2
677,Gold on the Ceiling,The Black Keys,224333,72,spotify:track:5lN1EH25gdiqT1SFALMAq1,0.505,0.833,0,-4.632,0.0475,0.00772,7.9e-05,0.069,0.565,130.121,4,2
678,Even Flow,Pearl Jam,292580,80,spotify:track:6QewNVIDKdSl8Y3ycuHIei,0.394,0.944,10,-6.506,0.0761,0.00178,4.54e-06,0.298,0.265,105.338,4,2
679,Last Resort,Papa Roach,199906,83,spotify:track:5W8YXBz9MTIDyrpYaCg2Ky,0.589,0.89,4,-3.719,0.0603,0.000481,0.00082,0.201,0.692,90.598,4,2
680,Bleed It Out,Linkin Park,166373,80,spotify:track:0UFDKFqW2oGspYeYqo9wjA,0.529,0.967,1,-3.647,0.0508,0.114,0.0,0.61,0.596,140.127,4,2
681,Killing In The Name,Rage Against The Machine,313573,81,spotify:track:59WN2psjkt1tyaxjspN8fp,0.466,0.833,7,-4.215,0.304,0.0266,0.0,0.0327,0.661,88.785,4,2
682,Rooster (2022 Remaster),Alice In Chains,374333,72,spotify:track:0wvIGFIgbyz4JNwQhZgTv2,0.271,0.551,3,-8.46,0.0272,0.0307,0.000581,0.118,0.2,143.899,3,2
683,abcdefu (angrier),GAYLE,159836,71,spotify:track:1EQFOouqdKYdpbNoOHRVO2,0.671,0.599,4,-6.18,0.0405,0.0658,0.0,0.101,0.448,121.849,3,2
684,Lydia,Highly Suspect,242560,66,spotify:track:7yoBjKO6cCnK3zV8gr1k4e,0.417,0.706,6,-4.652,0.0945,0.00933,0.000572,0.474,0.512,127.884,4,2
685,Teenagers,My Chemical Romance,161920,82,spotify:track:7j31rVgGX9Q2blT92VBEA0,0.463,0.857,4,-3.063,0.0632,0.0506,0.0,0.184,0.856,111.647,4,2
686,Uprising,Muse,304840,77,spotify:track:4VqPOruhp5EdPBeR92t6lQ,0.602,0.905,2,-4.046,0.0775,0.000202,0.064,0.117,0.411,128.019,4,2
687,Take A Look Around,Limp Bizkit,321040,76,spotify:track:2avKuMN2QXkaG9vvHa2JLt,0.425,0.852,11,-5.607,0.046,0.0175,0.306,0.0935,0.512,101.968,4,2
688,The Red,Chevelle,238400,72,spotify:track:1gyee1JuFFiP476LQpRMYU,0.509,0.843,1,-3.318,0.0488,0.000671,0.000803,0.348,0.332,140.055,3,2
689,Monster,Skillet,178013,79,spotify:track:2UREu1Y8CO4jXkbvqAtP7g,0.64,0.957,8,-2.336,0.0741,0.0431,0.0,0.0789,0.692,134.992,4,2
690,Man in the Box,Alice In Chains,285200,76,spotify:track:6gZVQvQZOFpzIy3HblJ20F,0.355,0.791,8,-7.565,0.0453,0.00045,0.0,0.0969,0.758,106.392,4,2
691,Immigrant Song - Remaster,Led Zeppelin,146250,80,spotify:track:78lgmZwycJ3nzsdgmPPGNx,0.564,0.932,11,-10.068,0.0554,0.013,0.169,0.349,0.619,112.937,4,2
692,Safari Song,Greta Van Fleet,234600,70,spotify:track:1BfR5GMOgW0peHkPxrwf11,0.362,0.928,2,-4.015,0.0503,0.164,1.61e-05,0.315,0.678,175.868,4,2
693,Is Everybody Going Crazy?,Nothing But Thieves,237645,62,spotify:track:75yY1Ghs6E32WC4kSikXRJ,0.621,0.666,6,-7.078,0.0541,0.000465,0.0839,0.0779,0.572,123.969,4,2
694,One Step Closer,Linkin Park,157333,81,spotify:track:3K4HG9evC7dg3N0R9cYqk4,0.492,0.969,9,-4.419,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,4,2
695,Buddy Holly,Weezer,159226,75,spotify:track:3mwvKOyMmG77zZRunnxp9E,0.556,0.92,8,-4.606,0.0367,0.00271,0.00021,0.117,0.771,121.138,4,2
696,Fake It,Seether,193893,76,spotify:track:4eAwB5pnKFTmsgc3zWoYO0,0.611,0.95,8,-3.509,0.0518,0.00141,1.59e-06,0.0543,0.607,132.078,4,2
697,Pass The Nirvana,Pierce The Veil,197373,68,spotify:track:7I93h9I0RUqt1ci3Bfa290,0.536,0.9,2,-4.407,0.0807,0.000974,0.000286,0.157,0.627,143.025,4,2
698,Time of Dying,Three Days Grace,186373,66,spotify:track:6gPd6brcBXlbGdy1obe234,0.306,0.873,0,-3.668,0.0567,0.00105,0.0,0.52,0.452,198.387,4,2
699,Black Betty,Ram Jam,238973,73,spotify:track:6kooDsorCpWVMGc994XjWN,0.465,0.907,11,-6.404,0.113,0.0241,0.00118,0.13,0.681,117.293,4,2
700,Whole Lotta Love - 1990 Remaster,Led Zeppelin,333893,78,spotify:track:0hCB0YR03f6AmQaHbwWDe8,0.412,0.902,9,-11.6,0.405,0.0484,0.131,0.405,0.422,89.74,4,2
701,Rollin' (Air Raid Vehicle),Limp Bizkit,213760,79,spotify:track:3IV4swNduIRunHREK80owz,0.603,0.933,1,-3.358,0.171,0.00591,0.0,0.206,0.709,96.306,4,2
702,Rock You Like a Hurricane - 2015 - Remaster,Scorpions,253666,70,spotify:track:2fICdpdRotwfmGYzvs8Ngf,0.402,0.873,4,-3.209,0.0586,0.00484,7.3e-05,0.157,0.684,125.443,4,2
703,Somewhere I Belong,Linkin Park,213933,77,spotify:track:3fjmSxt0PskST13CSdBUFx,0.451,0.951,1,-3.754,0.0645,0.00038,2.39e-06,0.261,0.442,162.065,4,2
704,The Kids Aren't Alright,The Offspring,180160,83,spotify:track:4EchqUKQ3qAQuRNKmeIpnf,0.523,0.943,1,-4.203,0.0337,0.00704,3.81e-05,0.0579,0.766,99.607,4,2
705,Plug in Baby,Muse,218000,69,spotify:track:2UKARCqDrhkYDoVR4FN5Wi,0.408,0.965,2,-4.232,0.05,6.94e-06,0.000402,0.11,0.349,136.018,4,2
706,Feel Invincible,Skillet,229933,75,spotify:track:0i8JFpqe9cKwnrcvoNgl1L,0.603,0.886,5,-3.777,0.0837,0.00045,0.0,0.26,0.395,126.025,4,2
707,Supersonic - Remastered,Oasis,283786,61,spotify:track:6dUfUi14QkuIpGA0GFFPyC,0.361,0.905,9,-2.851,0.0405,5.86e-05,0.0094,0.089,0.635,103.997,4,2
708,Hate To Say I Told You So,The Hives,200693,68,spotify:track:20j7B6mL9gnNvG3ic6Vwh5,0.459,0.931,5,-5.024,0.0612,0.00126,0.00881,0.412,0.419,135.826,4,2
709,Self Esteem,The Offspring,257826,79,spotify:track:1FkoVC85Ds3mFoK0fVqEqP,0.488,0.862,0,-7.595,0.0476,0.0204,0.0,0.359,0.706,104.56,4,2
710,Bohemian Like You,The Dandy Warhols,211706,70,spotify:track:0yEhNqCwEfy8LHUmnZoHpP,0.584,0.931,9,-6.158,0.0344,0.00315,0.772,0.133,0.694,131.275,4,2
711,Paradise City,Guns N' Roses,405600,82,spotify:track:6eN1f9KNmiWEhpE2RhQqB5,0.268,0.98,11,-5.958,0.103,0.0192,0.00709,0.182,0.395,100.315,4,2
712,"Dance, Dance",Fall Out Boy,180266,79,spotify:track:0a7BloCiNzLDD9qSQHh5m7,0.622,0.961,11,-3.198,0.154,0.00523,0.0,0.0854,0.449,114.452,4,2
713,New Divide,Linkin Park,268613,72,spotify:track:6Wx88Mv6b9ofjKMKkdwOJd,0.493,0.808,5,-3.365,0.0362,0.000235,0.0,0.0983,0.38,117.971,4,2
714,Are You Gonna Go My Way,Lenny Kravitz,211933,76,spotify:track:45Ia1U4KtIjAPPU7Wv1Sea,0.619,0.67,11,-10.322,0.0353,0.00165,0.0109,0.331,0.777,129.269,4,2
715,Hero,Skillet,186813,74,spotify:track:4CbKVDZkYKdv69I4bCaKUq,0.533,0.967,1,-2.543,0.0995,0.00791,0.0,0.336,0.782,142.018,4,2
716,Alive,Pearl Jam,340907,77,spotify:track:1L94M3KIu7QluZe63g64rv,0.284,0.875,11,-6.069,0.0422,0.00752,0.000461,0.402,0.595,75.009,4,2
717,Pardon Me,Incubus,223746,71,spotify:track:1Y13csEpu3TK5gQdzGLrd8,0.579,0.812,1,-6.509,0.0693,0.00114,0.00333,0.115,0.278,152.002,4,2
718,Little Sister,Queens of the Stone Age,174026,66,spotify:track:1rzYrkxgRuLLJDqWdB32pK,0.361,0.962,1,-2.928,0.0659,0.0103,0.00103,0.294,0.927,161.292,4,2
719,Learn to Fly,Foo Fighters,235293,79,spotify:track:5OQsiBsky2k2kDKy2bX2eT,0.465,0.919,4,-4.025,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997,4,2
720,You Give Love A Bad Name,Bon Jovi,222706,83,spotify:track:0rmGAIH9LNJewFw7nKzZnc,0.541,0.96,0,-2.947,0.0505,0.0663,2.25e-06,0.344,0.812,122.803,4,2
721,In Too Deep,Sum 41,207093,77,spotify:track:1HNE2PX70ztbEl6MLxrpNL,0.568,0.844,9,-5.875,0.0505,0.000189,0.0,0.0607,0.766,116.046,4,2
722,Oblivion,Royal Blood,161253,64,spotify:track:3Ye5icBka8ODjcaEQakPvZ,0.642,0.823,4,-3.68,0.0612,0.000281,0.00211,0.216,0.826,112.005,4,2
723,Poison,Alice Cooper,270080,75,spotify:track:5XcZRgJv3zMhTqCyESjQrF,0.28,0.908,2,-5.509,0.109,0.0327,8.85e-06,0.18,0.26,118.698,4,2
724,BLACKOUT,Turnstile,173279,65,spotify:track:0bGImSqDB2ebdeoCidUC8o,0.301,0.807,6,-6.258,0.0695,0.000881,0.112,0.0849,0.595,84.051,4,2
725,Celebrity Skin,Hole,162666,70,spotify:track:2V4Bc2I962j7acQj1N0PiQ,0.438,0.905,9,-6.161,0.0419,9.44e-06,5.4e-05,0.363,0.723,134.163,4,2
726,Emergency Contact,Pierce The Veil,240000,66,spotify:track:4amltxLIfFmtYEvZbdgDqO,0.537,0.82,3,-4.214,0.0345,0.000429,0.0,0.716,0.414,113.032,4,2
727,Beautiful James,Placebo,248543,56,spotify:track:4yjKZ7rNGjYRmIjqXVJqGm,0.401,0.898,7,-6.887,0.0513,3.71e-05,0.000586,0.113,0.2,167.989,4,2
728,Give It Away,Red Hot Chili Peppers,282906,76,spotify:track:0uppYCG86ajpV2hSR3dJJ0,0.666,0.936,7,-9.919,0.0476,0.00244,0.086,0.153,0.776,91.577,4,2
729,She Sells Sanctuary,The Cult,252533,72,spotify:track:3qLZ866ZfaK0B0R5FIqXLG,0.55,0.765,7,-8.684,0.0287,4.76e-06,0.873,0.132,0.419,139.46,4,2
730,I Am Machine,Three Days Grace,200146,69,spotify:track:2UDumaw7osnyjH7RZ2DLpB,0.402,0.97,2,-4.538,0.0668,1.29e-05,2.62e-06,0.189,0.476,75.106,4,2
731,Detroit Rock City,KISS,227466,67,spotify:track:3IjrDeaVRFEi3GgHI5xyjX,0.454,0.847,0,-10.981,0.115,0.00953,0.000285,0.15,0.317,90.291,4,2
732,Tick Tick Boom,The Hives,205386,60,spotify:track:7xl2ZaOnKAxJyrkIQe2S43,0.564,0.834,0,-3.121,0.117,0.00036,4.92e-06,0.273,0.478,135.074,4,2
733,Open Your Eyes,Guano Apes,187560,65,spotify:track:5oxpT46KeiEuckYnChgFFT,0.645,0.948,0,-6.614,0.0664,0.00527,0.0,0.33,0.369,111.571,4,2
734,Stranglehold,Ted Nugent,503066,65,spotify:track:2f0P7iELCvAlV8j6Z3rGDE,0.484,0.711,2,-7.784,0.0331,0.0183,0.173,0.0941,0.49,148.189,4,2
735,Smooth Criminal,Alien Ant Farm,209266,77,spotify:track:5z6xHjCZr7a7AIcy8sPBKy,0.653,0.964,9,-4.261,0.0582,0.00316,0.00512,0.144,0.87,126.928,4,2
736,Little Monster,Royal Blood,212309,61,spotify:track:5fpj84RsT9cOTfWUCxBTXu,0.454,0.882,5,-4.251,0.06,0.00122,0.00156,0.138,0.497,95.999,4,2
737,Cherub Rock - 2011 Remaster,The Smashing Pumpkins,298253,56,spotify:track:0F2LiyHp9E0pAanpfnzHNp,0.371,0.866,9,-7.426,0.039,5.91e-06,0.58,0.196,0.447,87.254,4,2
738,One Way Or Another - Remastered 2001,Blondie,215106,69,spotify:track:4cQJ27R11K634x5qCOwKW5,0.45,0.914,2,-5.4,0.0607,0.0305,1.42e-05,0.152,0.904,162.487,4,2
739,It's My Life,Bon Jovi,224493,82,spotify:track:0v1XpBHnsbkCn7iJ9Ucr1l,0.551,0.913,0,-4.063,0.0466,0.0263,1.35e-05,0.347,0.544,119.992,4,2
740,Fat Lip,Sum 41,178266,76,spotify:track:4KacUpvbA3Mfo05gttTjhN,0.402,0.914,9,-5.215,0.142,0.000579,0.0,0.065,0.626,196.505,4,2
741,Plush,Stone Temple Pilots,310346,68,spotify:track:3jJZVeExYzVYiV6Y9Fl3DX,0.423,0.954,7,-3.157,0.047,0.0021,0.0,0.177,0.5,144.553,4,2
742,Shoot to Thrill,AC/DC,317426,75,spotify:track:0C80GCp0mMuBzLf3EAXqxv,0.457,0.904,2,-5.303,0.0747,0.000239,0.0879,0.396,0.48,141.038,4,2
743,Pour Some Sugar On Me - Remastered 2017,Def Leppard,267306,77,spotify:track:0PdM2a6oIjqepoEfcJo0RO,0.267,0.953,1,-4.899,0.096,0.00211,0.0,0.283,0.568,84.989,4,2
744,Shimmer,Fuel,214066,57,spotify:track:6WdoToI0z5f4A4kbZ3SXoa,0.48,0.792,7,-6.443,0.0411,0.00238,0.0,0.169,0.465,114.605,4,2
745,Blitzkrieg Bop - 2016 Remaster,Ramones,134466,75,spotify:track:4KcH1ZRV2W1q7Flq0QqC76,0.385,0.783,9,-2.533,0.233,0.000269,0.47,0.108,0.902,176.701,4,2
746,Help,Papa Roach,214797,68,spotify:track:6EaGMOSWL2LndwY6gClBaD,0.383,0.9,7,-5.42,0.134,0.00085,1.94e-06,0.271,0.286,183.96,4,2
747,Lust For Life,Iggy Pop,313925,66,spotify:track:21YxK0klhpfLW8budkJaMF,0.383,0.97,9,-5.638,0.0435,0.0276,0.0,0.0942,0.62,101.603,4,2
748,Remedy,Seether,207213,72,spotify:track:5ynxx6zC4dgzsMHLYQ04Dc,0.55,0.952,8,-4.664,0.0924,0.000193,0.000666,0.0614,0.391,127.804,4,2
749,Pretty Fly (For A White Guy),The Offspring,188666,77,spotify:track:3SFXsFpeGmBTtQvKiwYMDA,0.723,0.895,11,-3.707,0.102,0.088,0.0,0.0717,0.963,143.373,4,2
750,Lifetime (with Ty Dolla $ign & 070 Shake),"Swedish House Mafia, Ty Dolla $ign, 070 Shake",186805,65,spotify:track:3QqHt507QJZCzluEYsnv4u,0.584,0.718,11,-7.824,0.126,0.0205,2.99e-06,0.906,0.155,99.841,4,2
751,Memories (feat. Kid Cudi),"David Guetta, Kid Cudi",210853,79,spotify:track:5xYC48nOppVemY6U5GRGTb,0.546,0.916,8,-3.932,0.255,0.00144,4.34e-06,0.251,0.375,129.983,4,2
752,Move Your Body,"Öwnboss, Sevek",157444,81,spotify:track:6GomT970rCOkKAyyrwJeZi,0.848,0.821,2,-5.408,0.0527,0.0169,0.000403,0.0962,0.249,125.051,4,2
753,Don't Forget My Love,"Diplo, Miguel",199090,62,spotify:track:2OZZpID4LgZ0GGm8XB99e3,0.638,0.872,2,-6.221,0.0415,0.0241,0.0159,0.118,0.253,121.041,4,2
754,We Are The People - southstar Remix,"Empire of the Sun, southstar",236157,79,spotify:track:4atLPkcljMp14JBaigYFKC,0.72,0.847,7,-6.469,0.0384,0.00174,0.0623,0.104,0.132,149.954,4,2
755,Alors on danse - Radio Edit,Stromae,206066,80,spotify:track:2GYHyAoLWpkxLVa4oYTVko,0.791,0.59,1,-9.206,0.0793,0.0994,0.00203,0.065,0.714,119.951,4,2
756,Down Under (feat. Colin Hay),"Luude, Colin Hay",158774,69,spotify:track:7AVyve7cFYTd51ha5i9kE2,0.308,0.861,11,-4.112,0.172,0.012,0.00103,0.277,0.0386,171.966,4,2
757,How Deep Is Your Love,"Calvin Harris, Disciples",212640,80,spotify:track:22mek4IiqubGD9ctzxc69s,0.738,0.868,11,-4.373,0.0731,0.0392,0.00169,0.388,0.336,122.003,4,2
758,My Love (feat. Jess Glynne),"Route 94, Jess Glynne",259934,74,spotify:track:61UQzeiIluhpzpMdY4ag3q,0.814,0.622,8,-7.573,0.0492,0.000132,0.72,0.0658,0.726,119.976,4,2
759,Push Up - Original Mix,Creeds,240059,77,spotify:track:43OMUa5jouGCZEz9k9vooo,0.714,0.917,7,-6.649,0.0869,0.0509,0.823,0.0725,0.579,160.057,4,2
760,Bel Mercy,Jengi,169606,78,spotify:track:1635wWSdp29PO3GxYhy991,0.941,0.753,6,-4.905,0.0905,0.458,0.61,0.109,0.681,127.02,4,2
761,Deep Down (feat. Never Dull),"Alok, Ella Eyre, Kenny Dope, Never Dull",165752,82,spotify:track:7MIhUdNJtaOnDmC5nBC1fb,0.687,0.818,0,-4.221,0.0778,0.0112,0.0,0.248,0.886,125.952,4,2
762,Do It To It,"ACRAZE, Cherish",157890,83,spotify:track:20on25jryn53hWghthWWW3,0.854,0.806,11,-8.262,0.0886,0.0209,0.0542,0.0703,0.637,124.927,4,2
763,I Got U,"Duke Dumont, Jax Jones",285596,70,spotify:track:023H4I7HJnxRqsc9cqeFKV,0.636,0.761,9,-7.752,0.035,0.00377,0.00784,0.0851,0.463,120.837,4,2
764,Rhyme Dust,"MK, Dom Dolla",181364,78,spotify:track:59QDyqLww2pxyg9ijOPO7f,0.925,0.561,3,-8.675,0.176,0.0659,0.0271,0.152,0.721,128.034,4,2
765,Your Love (9PM),"ATB, Topic, A7S",150052,79,spotify:track:5YaskwnGDZFDRipaqzbwQx,0.669,0.784,7,-5.603,0.112,0.194,6.28e-06,0.115,0.517,125.993,4,2
766,Outside (feat. Ellie Goulding),"Calvin Harris, Ellie Goulding",227266,83,spotify:track:7MmG8p0F9N3C4AXdK6o6Eb,0.646,0.823,2,-4.123,0.0394,0.213,0.0,0.322,0.418,128.035,4,2
767,Runaway (U & I),Galantis,227073,77,spotify:track:46lFttIf5hnUZMGvjK0Wxo,0.506,0.805,1,-4.119,0.0469,0.00711,0.00193,0.0856,0.383,126.008,4,2
768,Don't You Worry Child - Radio Edit,"Swedish House Mafia, John Martin",212862,83,spotify:track:2V65y3PX4DkRhy1djlxd9p,0.612,0.84,11,-3.145,0.0509,0.112,0.0,0.116,0.438,129.042,4,2
769,Desire - Gryffin Remix,"Years & Years, Gryffin",268840,65,spotify:track:6ctWstoouxCcvuTsd4cHNS,0.543,0.876,10,-5.069,0.0512,0.0606,0.0,0.157,0.415,122.058,4,2
770,Body,"Loud Luxury, Brando",163216,77,spotify:track:21RzyxY3EFaxVy6K4RqaU9,0.752,0.764,1,-4.399,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,4,2
771,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,"Lana Del Rey, Cedric Gervais",214912,75,spotify:track:6PUIzlqotEmPuBfjbwYWOB,0.572,0.81,1,-5.791,0.0558,0.0157,6.53e-06,0.13,0.11,126.052,4,2
772,Losing It,FISHER,248035,75,spotify:track:6ho0GyrWZN3mhi9zVRW7xi,0.76,0.964,2,-5.844,0.0577,0.00181,0.703,0.0975,0.643,125.003,4,2
773,Where You Are,"John Summit, Hayla",236000,78,spotify:track:4qDpLaFGf5ampf2DXD2TMA,0.56,0.832,9,-6.432,0.0363,0.00953,0.00541,0.546,0.0818,126.0,4,2
774,OUT OUT (feat. Charli XCX & Saweetie),"Joel Corry, Jax Jones, Charli XCX, Saweetie",162603,80,spotify:track:6Dy1jexKYriXAVG6evyUTJ,0.787,0.833,8,-4.403,0.0478,0.018,0.00747,0.0374,0.796,123.97,4,2
775,Satisfaction,"David Guetta, Benny Benassi",155676,72,spotify:track:0lwyzp7GppQxv0Eu6wRkUo,0.752,0.935,11,-6.263,0.203,0.0742,0.0352,0.081,0.31,126.022,4,2
776,Feel So Close - Radio Edit,Calvin Harris,206413,83,spotify:track:1gihuPhrLraKYrJMAEONyc,0.707,0.924,7,-2.842,0.031,0.000972,0.00703,0.204,0.919,127.937,4,2
777,RATATA,"Skrillex, Missy Elliott, Mr. Oizo",126774,75,spotify:track:4wteGC0HtLeZWjDcczc4Pw,0.889,0.6,9,-10.603,0.144,0.0145,0.0,0.08,0.501,123.978,4,2
778,Hallucination,"Regard, Years & Years",174794,72,spotify:track:7y3c1oJMY1CwwtOZ84Qovu,0.687,0.788,6,-5.142,0.0352,0.0121,0.0,0.358,0.669,123.02,4,2
779,Chills (LA Hills),"Tiësto, A Boogie Wit da Hoodie",183652,78,spotify:track:2N5cFPLy0TIasTWkfT1hri,0.796,0.761,0,-6.299,0.0554,0.0213,0.000194,0.124,0.447,115.016,4,2
780,Moonlight,Gaullin,173066,64,spotify:track:0A5gdlrpAuQqZ2iFgnqBFW,0.813,0.761,10,-5.687,0.085,0.0529,0.0119,0.337,0.29,124.957,4,2
781,Remember,"Becky Hill, David Guetta",160766,79,spotify:track:4laAKIq9ZxBCwf99rauPYb,0.612,0.862,8,-2.903,0.037,0.041,0.0,0.0907,0.354,123.849,4,2
782,Maria Maria,TECH IT DEEP,161801,74,spotify:track:4wP6mzWZC94dYmU6OYeljf,0.747,0.657,0,-7.652,0.0912,0.0967,0.00497,0.278,0.397,128.037,4,2
783,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,"Avicii, Nicky Romero",208316,71,spotify:track:1sh6lL6cmlcwhqZKGiKBua,0.509,0.79,6,-3.782,0.0374,0.332,6.67e-05,0.316,0.638,127.946,4,2
784,Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding",186496,91,spotify:track:5eTaQYBE1yrActixMAeLcZ,0.636,0.869,9,-5.289,0.0412,0.0378,0.0446,0.0808,0.306,143.011,4,2
785,In My Mind,"Dynoro, Gigi D'Agostino",184560,80,spotify:track:0E9ZjEAyAwOXZ7wJC0PD33,0.694,0.77,6,-5.335,0.149,0.176,1.1e-05,0.118,0.163,125.905,4,2
786,All By Myself,"Alok, Sigala, Ellie Goulding",171747,79,spotify:track:5Hp4xFihdOE2dmDzxWcBFb,0.662,0.848,0,-4.338,0.0346,0.0932,7.62e-06,0.241,0.773,123.041,4,2
787,Five More Hours,"Deorro, Chris Brown",211975,72,spotify:track:3MOECVkNshqHYTPt5DZcdN,0.699,0.883,5,-3.226,0.219,0.0288,0.0,0.817,0.499,127.961,4,2
788,Gecko (Overdrive) - Radio Edit,"Oliver Heldens, Becky Hill",165440,69,spotify:track:483XiZ5o13Cc1zoWV7jGml,0.609,0.885,0,-5.469,0.0642,0.00521,1.15e-05,0.336,0.76,124.959,4,2
789,Sweater Weather,"Gaullin, Julian Perretta",171133,62,spotify:track:6siDDghVE7fxel5o7fE4OF,0.57,0.873,5,-5.188,0.07,0.00853,0.0,0.365,0.236,125.086,4,2
790,The Nights,Avicii,176658,87,spotify:track:0ct6r3EGTcMLPtrXHDvVjc,0.527,0.835,6,-5.298,0.0433,0.0166,0.0,0.249,0.654,125.983,4,2
791,Nevada,"Vicetone, Cozi Zuehlsdorff",208561,72,spotify:track:02shCNmb6IvgB5jLqKjtkK,0.605,0.783,3,-4.271,0.0324,0.299,0.000175,0.133,0.105,124.015,4,2
792,Fireworks (feat. Moss Kena & The Knocks),"Purple Disco Machine, Moss Kena, The Knocks",199476,66,spotify:track:5Iv4HuT9pKPi5WuE2ii3vs,0.752,0.781,1,-5.493,0.0429,0.00687,2.73e-06,0.178,0.787,118.053,4,2
793,Rasputin,"Majestic, Boney M.",186209,80,spotify:track:0b18g3G5spr4ZCkz7Y6Q0Q,0.758,0.913,6,-2.926,0.113,0.00364,6.92e-05,0.193,0.658,128.04,4,2
794,Baby Don't Hurt Me,"David Guetta, Anne-Marie, Coi Leray",140017,90,spotify:track:3BKD1PwArikchz2Zrlp1qi,0.602,0.91,7,-3.404,0.0308,0.00126,0.000174,0.12,0.228,127.944,4,2
1298,Love Lost,"Mac Miller, The Temper Trap",162875,79,spotify:track:2z9iuAxKv4TTeCrPAxxKg9,0.735,0.812,2,-4.417,0.151,0.528,0.0,0.186,0.584,109.829,4,1
1299,Players,Coi Leray,139560,92,spotify:track:6UN73IYd0hZxLi8wFPMQij,0.954,0.516,6,-5.817,0.16,0.03,7.54e-06,0.0504,0.624,105.001,4,1
1300,3 Nights,Dominic Fike,177666,77,spotify:track:1tNJrcVe6gwLEiZCtprs1u,0.815,0.518,7,-6.594,0.0897,0.223,0.0,0.104,0.877,151.891,4,1
1301,Shut Me Up,Nicky Youre,141218,73,spotify:track:1XuushYZmiAuKpPYTj7p3v,0.623,0.641,10,-3.987,0.0462,0.0841,1.09e-06,0.06,0.735,185.888,4,1
1302,last day on earth,Tai Verdes,172755,65,spotify:track:0fVDu1evgjX9CFD0cmuRrM,0.494,0.553,5,-5.57,0.197,0.413,4.17e-05,0.218,0.359,82.061,4,1
1303,Betty (Get Money),Yung Gravy,146470,75,spotify:track:4cacyP5c3PMlfnyjpg13xW,0.723,0.772,1,-6.784,0.0792,0.00524,1.15e-05,0.367,0.58,102.004,4,1
1304,My Stupid Heart,Walk off the Earth,160866,77,spotify:track:3UZDl7g2r84o1b5marUjfK,0.745,0.681,7,-7.91,0.0361,0.0696,0.0,0.164,0.613,115.0,4,1
